학교명,1학년 전입학생수,1학년 전출학생수,2학년 전입학생수,2학년 전출학생수,3학년 전입학생수,3학년 전출학생수,4학년 전입학생수,4학년 전출학생수,5학년 전입학생수,5학년 전출학생수,6학년 전입학생수,6학년 전출학생수,전입학생수(계),전출학생수(계),전체학생수(계)
동강초등학교,0,0,0,1,1,1,0,0,0,0,0,0,1,2,78
백양초등학교,0,0,0,0,0,1,1,0,0,1,1,1,2,3,23
풍양초등학교,1,1,0,0,0,0,0,0,0,1,0,0,1,2,43
옥과초등학교,3,0,1,1,1,1,0,3,2,3,1,1,8,9,193
금천초등학교,0,1,3,3,2,2,0,2,2,1,1,0,8,9,96
봉황초등학교,0,0,1,0,0,0,0,0,0,1,0,1,1,2,60
목포서산초등학교,0,1,0,0,0,0,0,0,0,0,0,0,0,1,24
목포청호초등학교,6,3,2,2,8,8,4,3,2,4,1,4,23,24,417
일로초등학교,3,0,0,0,3,3,2,3,2,2,2,5,12,13,197
득량남초등학교,0,0,0,0,0,0,1,0,0,0,0,2,1,2,24
복내초등학교,2,2,1,0,0,1,0,1,1,1,1,1,5,6,41
율어초등학교,0,0,0,0,0,0,0,0,0,0,0,1,0,1,23
창촌초등학교,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13
압해초등학교,0,0,0,0,1,0,0,1,0,1,0,0,1,2,65
여수남산초등학교,1,0,0,0,0,0,1,1,0,1,0,1,2,3,39
화양초등학교,0,0,2,1,0,0,0,2,0,0,0,0,2,3,33
불갑초등학교,0,0,0,1,1,0,0,0,0,1,1,1,2,3,36
노화중앙초등학교,0,0,0,2,1,1,2,1,1,1,0,0,4,5,61
신지동초등학교,0,0,0,0,0,1,0,0,0,0,0,0,0,1,17
관산초등학교,1,1,0,0,1,0,0,0,1,2,0,1,3,4,79
명덕초등학교,0,0,1,1,0,0,0,1,0,0,0,0,1,2,25
장흥남초등학교,0,1,0,0,1,0,1,0,0,2,0,0,2,3,48
신광초등학교,0,1,1,0,0,0,0,0,1,2,1,1,3,4,20
마산초등학교,0,0,0,1,0,0,0,0,0,0,0,0,0,1,34
어란진초등학교,1,0,0,1,0,0,0,0,0,0,0,1,1,2,30
춘양초등학교,0,2,0,1,0,0,2,0,0,0,0,0,2,3,53
송산초등학교,0,2,0,0,0,0,0,0,0,0,2,1,2,3,109
녹동초등학교소록도분교장,0,0,0,0,0,1,0,0,1,1,0,0,1,2,16
광양칠성초등학교,1,5,6,5,3,2,4,7,5,2,3,2,22,23,623
청천초등학교,0,0,0,1,2,1,0,1,0,0,0,0,2,3,42
계림초등학교,0,0,1,1,1,1,1,2,1,2,1,0,5,6,127
옥산초등학교,0,0,0,0,0,1,0,0,0,0,0,0,0,1,45
쌍림초등학교,0,0,1,0,0,2,0,0,0,0,0,0,1,2,57
고아초등학교,2,0,0,1,0,1,0,1,0,0,0,0,2,3,186
신기초등학교,1,2,1,2,1,0,0,0,0,0,0,0,3,4,66
오태초등학교,3,1,5,3,3,5,3,3,4,5,0,2,18,19,645
형일초등학교,1,1,1,1,5,6,4,2,1,3,0,0,12,13,502
아천초등학교능치분교장,0,0,0,0,0,0,0,0,0,0,0,1,0,1,20
증산초등학교,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7
농암초등학교,0,0,0,0,0,1,0,0,0,0,1,1,1,2,29
농암초등학교청화분교장,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15
산북초등학교,0,0,1,0,0,0,0,0,0,0,1,3,2,3,36
서벽초등학교,0,0,0,0,0,0,0,1,0,0,0,0,0,1,23
재산초등학교,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20
춘양초등학교,0,0,0,0,1,0,1,1,0,2,0,0,2,3,93
낙동동부초등학교,0,0,0,0,1,0,0,0,0,1,0,1,1,2,17
상영초등학교,2,1,3,6,3,4,2,3,4,0,4,5,18,19,664
옥산초등학교,0,1,0,1,0,1,1,0,2,1,0,0,3,4,48
청리초등학교,1,0,0,0,1,0,0,1,0,0,0,2,2,3,43
가천초등학교,0,1,1,1,0,1,1,1,1,0,0,0,3,4,32
용암초등학교,0,0,0,0,0,1,0,0,1,0,0,1,1,2,20
복주초등학교,0,2,2,3,4,2,2,2,4,2,1,3,13,14,536
서후초등학교,0,1,1,1,0,0,0,0,0,0,0,0,1,2,17
온혜초등학교,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15
월곡초등학교삼계분교장,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7
병곡초등학교,0,0,1,0,0,1,0,0,0,0,0,1,1,2,26
지품초등학교,0,0,0,0,0,1,0,1,0,0,1,0,1,2,16
석보초등학교,0,0,0,0,0,0,0,0,0,1,0,0,0,1,41
입암초등학교,0,0,0,1,0,0,0,1,0,0,1,0,1,2,39
순흥초등학교,0,1,1,2,2,1,0,1,3,2,0,0,6,7,25
거여초등학교,0,0,0,0,0,0,0,1,0,0,0,0,0,1,22
북안초등학교,0,0,0,0,0,0,0,0,0,0,0,1,0,1,32
풍양초등학교,1,0,1,1,0,0,0,0,1,1,0,2,3,4,39
단밀초등학교,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11
의성초등학교,4,3,3,2,4,8,5,2,6,5,0,3,22,23,483
점곡초등학교,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13
유천초등학교,0,0,0,0,0,0,0,0,0,1,0,0,0,1,14
이전초등학교,1,0,0,0,0,1,0,1,0,0,0,0,1,2,13
관호초등학교,0,0,0,0,0,0,1,0,0,2,0,0,1,2,39
매원초등학교,0,0,0,0,0,0,1,1,0,1,0,0,1,2,66
대송초등학교,0,0,1,0,0,1,0,0,1,3,1,0,3,4,42
두호초등학교,2,1,7,6,3,2,2,8,4,3,3,2,21,22,300
죽도초등학교,2,0,1,0,0,0,0,1,0,0,0,3,3,4,76
죽장초등학교,0,0,0,0,0,2,1,0,0,0,0,0,1,2,26
포항장흥초등학교,0,2,1,2,3,5,6,3,3,4,3,1,16,17,319
장평초등학교,0,0,0,0,0,0,0,0,0,0,1,2,1,2,376
구만초등학교,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20
하이초등학교,0,0,0,0,0,0,0,0,0,0,0,1,0,1,74
금산초등학교,0,1,1,0,2,1,2,3,0,0,0,1,5,6,79
대동초등학교,0,1,3,2,2,1,1,1,2,2,0,2,8,9,57
칠산초등학교,0,1,0,0,4,3,0,0,0,1,0,0,4,5,67
구암초등학교,3,3,3,1,4,6,3,2,5,3,1,5,19,20,531
성호초등학교,0,0,0,2,0,1,2,0,1,1,1,1,4,5,145
진전초등학교,1,0,0,0,0,0,0,0,0,2,0,0,1,2,63
산외초등학교,0,0,1,0,1,2,0,1,0,0,0,0,2,3,58
상동초등학교,0,0,0,0,0,2,0,0,0,0,1,0,1,2,35
예림초등학교,4,1,1,2,1,1,1,3,3,4,0,0,10,11,334
사천초등학교,6,0,1,5,3,4,3,4,4,3,0,2,17,18,403
도산초등학교,0,1,0,0,0,2,0,0,2,0,0,0,2,3,38
오부초등학교,0,0,0,0,0,0,0,1,0,0,0,0,0,1,23
원동초등학교이천분교장,0,0,0,0,0,0,0,0,1,1,0,1,1,2,11
용덕초등학교,0,0,0,0,0,0,0,0,0,1,0,0,0,1,31
가람초등학교,1,1,4,3,2,3,5,6,4,5,3,2,19,20,575
금곡초등학교,0,0,0,0,0,0,0,0,0,0,0,1,0,1,34
망경초등학교,1,2,0,0,1,2,1,0,1,1,1,1,5,6,223
대합초등학교,0,0,3,0,0,0,0,4,0,0,0,0,3,4,57
도천초등학교,0,0,0,1,0,0,1,1,1,1,0,0,2,3,32
부곡초등학교학포분교장,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6
대원초등학교,7,5,7,7,4,10,6,3,3,3,5,5,32,33,456
용남초등학교,0,0,1,1,0,2,1,0,2,2,0,0,4,5,653
산양초등학교풍화분교장,0,0,0,0,0,0,0,0,0,0,0,1,0,1,18
충렬초등학교,2,1,0,1,1,1,1,1,0,1,1,1,5,6,116
한산초등학교,0,0,0,0,1,0,0,2,0,0,1,1,2,3,23
노량초등학교,1,0,0,0,0,1,0,0,0,1,0,0,1,2,27
옥종초등학교,0,0,1,0,0,2,0,1,0,0,1,0,2,3,109
대산초등학교,0,1,0,0,0,1,0,1,1,0,1,0,2,3,44
백전초등학교,0,0,0,0,0,0,0,0,0,1,0,0,0,1,29
수동초등학교,0,1,0,1,1,0,0,0,0,0,0,0,1,2,59
가회초등학교,0,1,0,0,0,0,0,0,0,0,0,0,0,1,21
묘산초등학교,1,0,0,0,0,2,0,0,0,0,0,0,1,2,15
쌍책초등학교,0,0,0,0,0,0,0,0,0,1,0,0,0,1,14
마산중앙초등학교,1,1,1,1,2,2,2,2,2,2,0,1,8,9,248
분성초등학교,5,5,7,2,7,9,6,7,4,6,1,2,30,31,780
중동초등학교,0,3,2,3,2,5,3,2,6,2,2,1,15,16,267
율하초등학교,5,9,21,15,10,19,13,15,14,13,10,3,73,74,1377
함덕초등학교,9,4,9,9,6,11,7,6,5,6,3,4,39,40,447
서울학동초등학교,3,8,7,3,5,4,6,7,4,8,6,3,31,33,488
서울공진초등학교,16,18,17,33,14,15,29,15,14,15,9,5,99,101,1749
서울은정초등학교,5,3,6,4,6,6,7,8,5,8,3,5,32,34,337
서울숭미초등학교,2,3,8,6,6,6,4,7,3,3,4,4,27,29,744
청원초등학교,2,2,3,3,6,7,4,3,4,2,0,4,19,21,671
서울북가좌초등학교,3,7,10,14,18,16,10,7,9,10,5,3,55,57,1249
서울성수초등학교,1,1,1,0,1,0,0,2,0,2,1,1,4,6,276
서울장위초등학교,1,4,2,2,5,4,3,5,3,1,3,3,17,19,509
동산초등학교,2,2,6,5,7,8,6,6,4,5,0,1,25,27,546
서울혜화초등학교,4,1,2,5,4,3,3,7,4,2,2,3,19,21,559
신광초등학교,6,5,6,6,5,6,5,4,3,6,0,0,25,27,369
백운초등학교,2,3,1,1,2,3,1,1,1,2,2,1,9,11,280
성천초등학교,0,0,1,0,0,2,0,0,0,2,1,0,2,4,63
신연초등학교,0,0,0,1,0,0,0,1,0,0,0,0,0,2,38
낙민초등학교,6,7,2,7,6,5,13,5,6,9,4,6,37,39,540
당감초등학교,3,1,3,4,3,2,1,0,1,5,4,5,15,17,314
동명초등학교,1,2,0,0,3,3,2,1,1,4,1,0,8,10,211
와석초등학교,4,1,4,3,1,9,5,5,1,2,6,3,21,23,492
감천초등학교,2,0,0,4,0,2,5,1,1,1,1,3,9,11,198
당리초등학교,0,1,3,3,3,5,3,4,2,2,2,0,13,15,202
신남초등학교,6,5,5,6,8,5,5,7,1,5,3,2,28,30,531
천마초등학교,0,0,0,1,1,0,0,0,1,1,1,3,3,5,126
청학초등학교,0,0,1,4,3,5,5,2,4,1,1,4,14,16,256
태종대초등학교,0,1,1,2,0,0,1,1,1,1,0,0,3,5,62
반산초등학교,2,2,1,4,5,4,5,3,3,5,0,0,16,18,478
송정초등학교,1,1,4,5,5,4,4,3,0,0,2,5,16,18,290
신곡초등학교,0,0,1,2,0,2,0,3,2,1,3,0,6,8,618
을숙도초등학교,4,2,3,7,6,3,6,5,2,0,2,8,23,25,722
대구성남초등학교,0,0,2,6,2,3,3,2,2,0,1,1,10,12,342
대구장기초등학교,1,2,2,1,5,4,2,4,1,1,1,2,12,14,577
효성초등학교,0,0,6,6,5,4,3,3,1,1,0,3,15,17,550
대구금포초등학교,1,2,2,3,2,3,2,3,1,0,1,0,9,11,87
대구효신초등학교,5,3,6,2,3,8,4,2,4,4,0,5,22,24,169
대구대성초등학교,2,1,1,0,0,3,0,1,1,1,0,0,4,6,182
대구서도초등학교,3,3,5,1,2,4,1,3,1,2,1,2,13,15,325
대구이현초등학교,1,0,0,1,1,1,0,1,1,2,1,1,4,6,101
대구매곡초등학교,2,2,4,1,2,2,2,4,1,0,1,5,12,14,539
내가초등학교,0,1,1,1,1,0,0,0,0,0,0,2,2,4,39
인천창영초등학교,0,0,4,6,2,2,7,6,9,7,3,6,25,27,165
인천서곶초등학교,11,11,5,4,9,8,3,6,10,9,3,5,41,43,623
인천서면초등학교,2,2,7,6,3,9,5,4,7,4,4,5,28,30,517
살레시오초등학교,1,0,2,2,4,4,2,3,0,2,0,0,9,11,515
광주송원초등학교,9,4,10,9,12,13,3,10,3,3,1,1,38,40,576
광주학강초등학교,6,2,4,8,3,8,7,5,2,4,9,6,31,33,623
서광초등학교,2,3,5,8,11,9,6,6,3,5,6,4,33,35,438
유촌초등학교,1,0,2,9,5,7,6,7,7,4,6,2,27,29,632
화정남초등학교,5,6,5,4,9,6,6,8,5,10,6,4,36,38,586
효광초등학교,2,3,3,4,3,0,2,3,1,5,3,1,14,16,296
대전판암초등학교,2,1,5,4,3,7,6,3,2,4,2,3,20,22,459
세천초등학교,1,0,0,2,1,0,0,0,0,1,0,1,2,4,40
대전서부초등학교,2,4,3,5,5,7,10,4,1,4,4,3,25,27,643
대전성천초등학교,1,3,0,0,2,2,2,2,2,0,1,3,8,10,102
문지초등학교,2,0,5,4,1,6,4,5,3,2,4,4,19,21,497
대전수미초등학교,0,3,4,1,0,3,4,5,2,1,3,2,13,15,150
서생초등학교,0,2,5,1,2,3,2,2,1,3,0,1,10,12,150
중남초등학교,1,1,1,0,2,2,0,5,5,2,0,1,9,11,248
삼일초등학교,3,1,5,5,1,4,2,1,3,4,3,4,17,19,415
상진초등학교,0,2,4,3,2,8,7,4,2,0,1,1,16,18,401
연암초등학교,8,5,3,2,6,7,6,7,5,5,1,5,29,31,378
주전초등학교,0,2,1,1,0,3,3,1,2,1,0,0,6,8,72
학성초등학교,2,2,6,6,1,1,3,6,7,5,5,6,24,26,466
호계초등학교,1,0,7,3,1,3,1,5,1,1,1,2,12,14,210
영화초등학교,0,0,0,1,0,0,0,0,0,1,0,0,0,2,970
울주명지초등학교,0,0,4,6,1,4,4,3,4,4,2,0,15,17,781
화봉초등학교,4,6,5,7,9,6,5,5,4,7,5,3,32,34,636
중산초등학교,15,14,14,17,19,22,10,12,9,9,9,4,76,78,1389
금남초등학교,3,3,4,5,4,4,4,2,2,4,1,2,18,20,203
연봉초등학교,1,1,3,2,4,5,3,3,1,3,2,2,14,16,144
연서초등학교,2,0,0,4,3,2,0,2,2,1,0,0,7,9,160
전의초등학교,1,0,0,0,0,1,0,3,1,0,0,0,2,4,162
미원초등학교위곡분교장,0,2,0,0,0,0,2,0,0,1,0,1,2,4,27
분원초등학교,1,0,0,3,1,1,0,1,2,2,1,0,5,7,115
금성초등학교,1,1,1,1,3,3,2,1,1,3,0,1,8,10,63
수남초등학교,0,2,0,0,2,2,1,3,1,1,2,0,6,8,84
가양초등학교,1,0,0,0,3,3,1,3,2,3,1,1,8,10,59
금남초등학교,0,0,1,2,1,1,0,2,0,0,1,0,3,5,65
남양주월문초등학교,0,0,0,0,2,1,0,1,0,1,0,1,2,4,106
진건초등학교,4,3,4,5,7,10,8,4,4,8,5,4,32,34,394
남면초등학교,2,0,3,1,1,5,0,1,2,1,1,3,9,11,160
덕도초등학교,0,0,0,0,0,0,0,1,0,1,0,0,0,2,61
보산초등학교,1,2,7,4,2,3,4,2,3,7,1,2,18,20,224
봉암초등학교,0,1,3,1,0,1,0,0,0,1,0,1,3,5,43
까치울초등학교,3,3,4,1,2,1,2,0,1,8,2,3,14,16,222
범박초등학교,5,5,4,4,6,9,2,8,9,3,4,3,30,32,585
영덕초등학교,6,5,11,12,16,18,13,12,7,10,11,9,64,66,883
천천초등학교,6,5,14,4,13,16,10,15,5,9,5,6,53,55,872
칠보초등학교,11,14,14,11,6,12,9,9,10,6,7,7,57,59,678
대부초등학교,0,1,0,1,1,1,1,0,1,1,0,1,3,5,94
안산부곡초등학교,5,6,9,13,9,12,13,9,8,11,10,5,54,56,751
연성초등학교,5,2,2,3,6,5,9,4,2,9,2,5,26,28,348
초지초등학교,6,5,6,9,4,7,9,5,5,4,6,8,36,38,654
보체초등학교,0,1,1,0,0,0,0,0,0,1,0,1,1,3,59
양동초등학교,1,1,1,0,0,1,1,2,0,0,1,2,4,6,70
연라초등학교,0,2,0,0,0,1,4,3,1,0,1,2,6,8,127
오산초등학교,1,1,1,1,1,3,0,0,0,1,1,0,4,6,79
남촌초등학교,0,1,0,1,0,0,0,0,0,0,0,0,0,2,41
백봉초등학교,1,0,0,1,2,1,0,0,0,2,0,1,3,5,52
경의초등학교,3,3,6,3,4,3,1,6,1,0,2,4,17,19,246
마장초등학교,12,13,10,13,15,13,14,9,10,14,2,3,63,65,752
부발초등학교,3,4,6,9,8,6,7,6,2,5,7,5,33,35,440
장천초등학교,0,1,1,1,0,0,0,0,0,0,0,1,1,3,68
마지초등학교,4,4,7,2,4,6,3,5,3,6,1,1,22,24,197
문산동초등학교,7,5,9,9,12,15,7,4,9,17,7,3,51,53,754
봉일천초등학교,3,3,4,6,3,5,9,9,6,4,5,5,30,32,722
용미초등학교,0,1,0,0,0,0,0,1,1,1,0,0,1,3,76
탄현초등학교,0,0,0,2,1,1,1,1,0,0,0,0,2,4,59
서탄초등학교내수분교장,0,0,0,1,0,1,0,0,0,0,0,0,0,2,17
창수초등학교,0,0,0,0,0,1,0,0,0,1,0,0,0,2,30
추산초등학교,4,5,13,15,17,11,8,8,5,7,11,14,58,60,797
광성초등학교,4,6,17,9,9,12,10,7,7,9,7,13,54,56,715
노진초등학교,1,0,2,1,0,2,1,2,0,1,0,0,4,6,65
학현초등학교,4,3,4,10,0,1,4,1,6,2,1,4,19,21,335
당정초등학교,6,4,9,6,7,9,6,6,6,10,5,6,39,41,747
수청초등학교,3,4,6,7,5,6,6,5,5,7,4,2,29,31,536
오산원당초등학교,2,2,5,2,4,6,4,4,3,4,1,3,19,21,307
백운호수초등학교,4,8,7,7,8,7,5,3,4,2,2,5,30,32,392
한류초등학교,10,9,5,9,6,2,4,6,4,4,2,3,31,33,956
남곡초등학교남곡분교장,0,0,0,0,0,0,1,2,0,1,0,0,1,3,25
옥계초등학교금진분교장,0,0,0,0,0,0,0,2,1,0,0,1,1,3,12
포남초등학교,0,0,3,1,2,4,0,2,2,1,0,1,7,9,159
거성초등학교,0,0,0,1,0,1,0,1,1,0,0,0,1,3,43
오저초등학교,0,0,0,0,0,0,0,1,0,1,0,0,0,2,13
인구초등학교,0,0,0,1,0,0,0,0,0,1,0,0,0,2,31
비봉초등학교,0,0,6,7,0,0,3,0,0,1,0,3,9,11,141
해안초등학교,0,0,0,1,0,0,0,1,0,0,0,0,0,2,22
구래초등학교,0,0,0,1,0,0,0,1,0,0,0,0,0,2,16
내성초등학교,1,2,1,3,2,2,4,3,2,3,1,0,11,13,159
쌍룡초등학교,0,0,0,0,0,0,0,1,0,0,0,1,0,2,34
신평초등학교,0,1,0,1,0,0,1,0,0,1,0,0,1,3,95
중앙초등학교,1,4,5,5,0,1,4,5,1,0,3,1,14,16,203
호저초등학교,0,0,0,0,0,1,0,1,0,0,0,0,0,2,60
여량초등학교,0,0,0,0,0,1,0,1,0,0,0,0,0,2,40
오덕초등학교,0,0,0,1,0,1,1,0,0,1,0,0,1,3,70
장흥초등학교,0,0,2,0,0,4,0,0,0,0,0,0,2,4,61
금병초등학교,2,0,0,2,0,0,0,1,0,1,0,0,2,4,177
금산초등학교,1,0,0,1,0,0,0,1,0,0,0,1,1,3,87
남산초등학교,0,0,0,1,0,1,0,1,1,0,0,0,1,3,71
조양초등학교,0,1,1,0,2,0,0,1,0,2,0,1,3,5,59
후평초등학교,3,0,6,2,3,6,3,3,3,6,2,5,20,22,335
태백초등학교,0,0,0,1,0,0,0,1,0,0,0,0,0,2,38
함태초등학교,1,0,2,0,0,1,0,0,1,5,0,0,4,6,112
거문초등학교,0,0,0,0,1,1,0,2,1,0,0,1,2,4,38
매산초등학교,0,0,1,0,0,1,0,2,1,1,1,1,3,5,28
오음초등학교,1,1,0,0,0,2,0,0,1,0,0,1,2,4,15
화천초등학교논미분교장,0,1,1,1,0,0,0,0,0,1,0,0,1,3,17
장학초등학교,7,9,5,11,9,11,9,6,4,9,12,2,46,48,829
백봉초등학교,0,1,2,0,6,2,1,2,0,5,1,2,10,12,42
단천초등학교,0,0,0,0,1,2,0,0,0,0,0,1,1,3,36
대강초등학교,0,0,0,1,0,0,0,1,1,1,0,0,1,3,39
판동초등학교,0,0,0,1,2,1,0,0,0,1,0,1,2,4,36
회남초등학교,0,0,0,1,0,0,0,0,0,1,0,0,0,2,15
용화초등학교,0,0,0,0,0,1,0,0,0,1,0,0,0,2,26
학산초등학교,0,1,0,0,0,1,0,0,0,0,0,0,0,2,34
황간초등학교,1,1,0,0,1,1,0,0,1,1,0,2,3,5,126
능산초등학교,0,1,0,0,0,1,0,0,0,0,0,0,0,2,19
부윤초등학교,0,1,2,0,0,0,0,1,0,2,0,0,2,4,61
원당초등학교,1,0,0,1,2,1,1,1,0,3,0,0,4,6,63
구정초등학교,0,1,0,0,0,0,3,2,1,2,0,1,4,6,73
문상초등학교,0,1,1,2,1,1,2,3,1,0,1,1,6,8,124
신송초등학교,0,0,1,2,0,1,0,0,1,1,0,0,2,4,42
서촌초등학교,0,2,3,1,0,0,0,2,0,3,3,0,6,8,53
용담초등학교,5,4,6,5,2,2,3,4,3,6,1,1,20,22,284
국원초등학교,16,8,11,10,10,17,13,16,5,9,5,2,60,62,1122
유구초등학교,2,1,2,0,0,2,0,1,0,0,0,2,4,6,141
의당초등학교,0,1,0,0,0,0,1,1,1,2,0,0,2,4,90
호계초등학교,0,0,0,0,0,0,0,2,0,0,0,0,0,2,34
효포초등학교,0,0,0,0,0,1,0,0,0,1,0,0,0,2,47
금산초등학교,0,0,2,5,2,2,0,1,2,2,4,2,10,12,648
남일초등학교,0,1,0,1,0,1,0,0,1,0,0,0,1,3,61
감곡초등학교,0,0,0,0,0,1,0,0,0,0,0,1,0,2,42
강경산양초등학교,0,1,1,1,0,1,0,0,0,0,1,1,2,4,50
논산동성초등학교,5,5,7,3,3,10,3,6,5,3,3,1,26,28,619
양촌초등학교,0,0,0,0,1,1,0,1,0,0,1,2,2,4,87
석성초등학교,0,0,1,1,1,0,0,2,1,0,0,2,3,5,23
세도초등학교,0,1,0,0,0,1,0,0,0,0,0,0,0,2,57
송간초등학교,0,1,0,0,1,0,0,0,0,2,0,0,1,3,43
초촌초등학교,0,1,0,0,0,0,0,1,0,0,0,0,0,2,40
홍산초등학교,1,1,1,0,0,2,0,1,0,1,1,0,3,5,80
거산초등학교,0,0,0,1,1,1,0,0,0,2,1,0,2,4,108
목천초등학교,1,2,3,2,1,4,1,0,3,2,1,2,10,12,142
보산원초등학교,2,0,0,1,0,1,0,1,0,0,0,1,2,4,37
성신초등학교,0,1,1,0,0,1,0,1,0,0,0,0,1,3,199
양당초등학교,2,4,2,4,3,4,5,2,3,5,2,0,17,19,233
천안부성초등학교,5,5,7,7,7,8,9,10,9,12,11,8,48,50,676
천안부영초등학교,3,2,4,9,5,4,8,4,4,7,2,2,26,28,375
천안성정초등학교,7,5,6,6,4,8,6,6,3,3,1,1,27,29,341
천안신안초등학교,4,3,8,9,9,8,6,5,2,5,2,3,31,33,582
수정초등학교,0,0,0,1,0,0,0,0,0,1,0,0,0,2,78
우강초등학교,2,2,0,1,2,2,1,1,2,2,0,1,7,9,84
서령초등학교,1,0,0,2,4,5,3,2,2,5,3,1,13,15,260
개화초등학교,0,0,1,1,1,1,0,2,1,0,0,1,3,5,48
관창초등학교,1,0,1,2,0,3,1,0,1,2,1,0,5,7,105
월전초등학교,0,0,0,0,0,1,0,1,0,0,0,0,0,2,37
청룡초등학교장고분교장,0,0,0,0,0,1,0,0,0,1,0,0,0,2,10
청파초등학교호도분교장,0,0,0,0,0,0,0,0,0,2,0,0,0,2,5
남면초등학교,0,1,0,0,1,0,1,1,0,1,0,1,2,4,32
결성초등학교,0,0,0,1,0,0,0,1,0,0,0,0,0,2,19
용봉초등학교,3,5,2,2,2,2,2,2,0,0,0,0,9,11,93
홍남초등학교,2,6,2,5,9,5,4,3,3,3,2,2,22,24,884
천안백석초등학교,10,5,5,8,10,6,10,11,7,15,7,6,49,51,1007
전주교육대학교군산부설초등학교,2,2,0,1,6,4,1,1,0,1,0,2,9,11,432
아산초등학교,0,0,1,1,0,1,0,0,0,1,0,0,1,3,37
대야남초등학교,1,0,0,0,0,0,0,1,0,2,0,0,1,3,47
신시도초등학교,0,1,0,0,0,0,0,1,0,0,0,0,0,2,8
신시도초등학교야미도분교장,0,1,0,1,1,0,0,1,0,0,0,0,1,3,2
옥구초등학교,1,1,0,0,0,2,1,0,1,1,0,1,3,5,100
벽량초등학교,0,2,1,0,0,1,0,0,0,0,0,0,1,3,21
비룡초등학교,0,0,0,0,0,1,0,0,0,1,0,0,0,2,20
치문초등학교,0,0,1,0,1,1,0,2,0,1,0,0,2,4,31
금지초등학교,0,0,0,1,0,0,0,1,1,1,0,0,1,3,29
송동초등학교,0,0,0,0,0,0,0,1,0,0,0,1,0,2,39
주생초등학교,1,1,1,0,1,3,0,0,1,3,1,0,5,7,53
무주중앙초등학교,2,2,4,1,2,3,2,3,2,3,0,2,12,14,353
설천초등학교,1,1,1,0,1,1,2,3,1,2,1,2,7,9,83
백룡초등학교,0,0,1,1,1,1,0,0,0,1,0,1,2,4,16
백산초등학교,0,2,0,0,0,0,1,0,0,0,0,1,1,3,46
변산초등학교,1,1,1,1,0,0,0,0,0,2,0,0,2,4,59
상서초등학교,0,0,0,0,0,2,0,0,0,1,1,0,1,3,16
우덕초등학교,0,1,0,1,0,0,0,0,0,1,1,0,1,3,29
시산초등학교,0,1,0,0,0,1,1,1,0,0,0,0,1,3,32
쌍치초등학교,1,1,0,0,1,2,1,2,0,0,0,0,3,5,25
인계초등학교,0,0,0,0,0,0,0,1,0,1,0,0,0,2,22
청완초등학교,7,4,5,10,7,3,3,3,3,6,0,1,25,27,379
다송초등학교,0,0,0,0,0,2,0,0,0,0,0,0,0,2,27
용남초등학교,0,0,0,0,0,0,0,2,0,0,0,0,0,2,23
용북초등학교,0,1,1,0,0,0,0,2,0,0,0,0,1,3,15
용성초등학교,0,0,0,0,0,0,0,0,0,1,0,1,0,2,12
용안초등학교,0,0,0,0,0,2,0,0,0,0,0,0,0,2,33
이리남초등학교,0,1,0,3,2,2,1,0,2,1,0,0,5,7,51
이리동남초등학교,2,4,2,3,2,3,1,2,2,1,3,1,12,14,295
갈담초등학교,0,1,0,0,0,1,0,0,0,0,0,0,0,2,30
전주양지초등학교,0,0,0,0,0,0,0,0,0,0,0,2,0,2,329
전주진북초등학교,1,3,0,0,3,2,2,1,4,6,0,0,10,12,198
전주풍남초등학교,0,0,1,1,1,0,0,4,1,1,1,0,4,6,192
도학초등학교,0,1,0,0,0,0,0,1,0,1,1,0,1,3,18
보성초등학교,1,0,0,0,0,2,0,0,0,1,0,0,1,3,64
산외초등학교,0,0,1,1,0,0,1,1,0,1,0,1,2,4,40
영원초등학교,1,0,0,2,0,0,1,1,0,1,0,0,2,4,29
한솔초등학교,4,2,6,4,2,4,3,5,4,3,1,4,20,22,837
익산가온초등학교,0,2,7,0,0,4,0,5,3,2,2,1,12,14,948
포두초등학교,1,1,2,1,0,0,2,2,0,1,0,2,5,7,77
광양북초등학교,0,0,0,1,1,4,0,2,0,0,6,2,7,9,96
다압초등학교,0,0,0,0,0,1,0,0,0,1,0,0,0,2,29
용방초등학교,1,1,1,0,0,0,0,1,0,1,0,1,2,4,55
고서초등학교,0,0,0,1,2,2,1,0,1,2,1,2,5,7,74
목포용호초등학교,1,7,6,3,3,7,4,3,9,5,2,2,25,27,231
목포임성초등학교,2,1,0,0,0,1,0,2,0,0,0,0,2,4,82
벌교중앙초등학교,1,0,0,1,0,0,1,2,0,0,0,1,2,4,71
회천서초등학교,0,0,0,2,0,0,1,1,0,0,0,0,1,3,12
