학교명,1학년 전입학생수,1학년 전출학생수,2학년 전입학생수,2학년 전출학생수,3학년 전입학생수,3학년 전출학생수,4학년 전입학생수,4학년 전출학생수,5학년 전입학생수,5학년 전출학생수,6학년 전입학생수,6학년 전출학생수,전입학생수(계),전출학생수(계),전체학생수(계)
안면초등학교,1,0,2,0,1,0,1,3,0,0,2,1,7,4,144
서해삼육초등학교,4,0,3,3,2,1,3,4,2,4,1,0,15,12,176
천안신대초등학교,4,2,4,6,8,10,4,7,14,10,6,2,40,37,684
금암초등학교,13,3,10,16,12,7,6,5,7,10,2,6,50,47,553
해리초등학교,0,0,0,0,2,0,0,0,1,0,0,0,3,0,35
군산나운초등학교,5,2,3,0,0,4,7,7,5,4,1,1,21,18,284
임피초등학교,2,0,3,2,2,1,0,2,0,0,1,0,8,5,59
금구초등학교,0,1,3,0,1,2,1,0,1,0,0,0,6,3,103
남원교룡초등학교,2,2,1,0,1,1,0,0,4,0,0,2,8,5,225
안성초등학교,0,0,0,0,1,1,1,0,0,0,2,0,4,1,100
격포초등학교,1,1,1,0,0,0,1,0,0,0,1,0,4,1,82
순창중앙초등학교,1,2,2,4,2,2,4,3,3,1,3,0,15,12,277
옥천초등학교,0,0,0,0,2,0,0,0,2,0,0,1,4,1,55
간중초등학교,0,0,1,0,0,1,1,1,2,0,1,0,5,2,51
구이초등학교,2,0,1,1,0,0,2,1,0,0,0,0,5,2,68
상관초등학교,1,1,2,1,3,2,2,3,1,0,2,1,11,8,195
송광초등학교,2,0,0,0,0,0,0,1,1,0,1,0,4,1,30
전주삼천남초등학교,0,0,3,5,3,4,4,2,1,3,6,0,17,14,433
전주초등학교,2,0,4,1,1,4,1,0,2,3,1,0,11,8,220
감곡초등학교,1,0,1,0,1,0,0,0,0,0,0,0,3,0,23
내장초등학교,1,0,0,1,3,3,1,1,2,0,1,0,8,5,91
영산초등학교,1,0,1,0,1,0,0,1,1,0,0,0,4,1,36
안천초등학교,0,0,1,0,0,0,1,0,1,0,0,0,3,0,27
전주용와초등학교,1,1,6,4,5,4,3,6,3,2,6,4,24,21,440
군산미성초등학교,1,2,1,1,0,0,0,1,5,0,0,0,7,4,133
전주문학초등학교,7,4,8,6,7,11,5,9,8,5,8,5,43,40,753
대서초등학교,0,1,0,0,0,1,0,0,1,1,6,1,7,4,24
곡성중앙초등학교,0,0,4,2,3,0,1,3,0,2,5,3,13,10,372
옥곡초등학교,0,0,2,0,1,0,0,0,0,0,0,0,3,0,59
노안초등학교,0,0,1,0,0,0,2,1,1,0,0,0,4,1,45
만덕초등학교,1,0,0,0,0,0,1,0,1,0,0,0,3,0,33
목포중앙초등학교,0,0,1,0,2,0,1,1,1,1,1,1,6,3,71
청계남초등학교,1,1,0,0,2,0,1,1,0,0,1,0,5,2,41
현경북초등학교,0,0,0,0,1,0,1,0,0,0,1,0,3,0,33
별량초등학교,0,0,0,1,3,1,1,1,3,2,3,2,10,7,74
순천도사초등학교,2,0,1,2,5,3,2,2,1,0,1,2,12,9,179
순천중앙초등학교,0,0,1,0,5,0,3,1,1,0,1,7,11,8,266
월등초등학교,0,0,2,0,3,1,1,1,3,1,2,5,11,8,40
나진초등학교,1,1,0,1,2,3,3,0,2,0,1,1,9,6,34
여천초등학교,1,4,3,3,6,9,8,5,5,3,9,5,32,29,526
금일초등학교,1,0,3,1,0,1,0,0,0,0,1,0,5,2,70
분향초등학교,1,0,4,1,0,1,0,1,2,0,0,1,7,4,81
장흥초등학교,4,5,3,6,7,4,0,5,3,2,9,1,26,23,770
회진초등학교,1,0,1,0,1,0,0,0,0,0,0,0,3,0,49
월야초등학교,0,2,0,0,2,2,2,0,2,0,2,1,8,5,95
대동향교초등학교,0,0,1,2,2,1,0,0,3,1,1,0,7,4,63
계곡초등학교,2,0,0,0,1,1,0,0,2,0,0,1,5,2,24
오룡초등학교,11,3,14,15,15,22,14,14,20,17,12,12,86,83,1405
남산초등학교,2,0,2,1,1,2,3,2,0,0,1,1,9,6,110
모량초등학교,1,1,0,0,1,1,2,0,1,1,1,0,6,3,44
모아초등학교,1,0,0,0,0,0,1,0,0,0,1,0,3,0,36
신라초등학교,1,2,4,2,2,1,3,1,0,0,0,1,10,7,59
황남초등학교,5,3,12,8,4,7,10,6,3,2,2,7,36,33,1137
덕촌초등학교,2,0,0,0,1,1,1,0,1,1,0,0,5,2,45
가은초등학교희양분교장,0,0,0,0,2,0,0,0,0,0,1,0,3,0,12
산북초등학교창구분교장,0,0,0,0,0,0,1,1,2,0,1,0,4,1,7
점촌중앙초등학교,2,0,1,0,1,2,1,2,1,0,2,1,8,5,69
소천초등학교,0,0,0,0,2,0,0,0,1,0,0,0,3,0,10
중모초등학교,1,0,0,0,1,0,1,0,0,0,0,0,3,0,50
성주중앙초등학교,0,0,0,0,0,0,4,1,1,1,2,2,7,4,199
영양중앙초등학교,1,0,1,0,1,0,0,0,0,0,0,0,3,0,87
부석초등학교,0,0,2,0,1,0,0,0,0,0,0,0,3,0,48
영일초등학교,2,3,2,2,4,3,4,1,1,0,1,2,14,11,344
자천초등학교,0,0,1,1,2,1,1,1,0,0,2,0,6,3,28
예천남부초등학교,0,0,0,1,1,0,1,0,0,0,2,0,4,1,80
각남초등학교,0,0,1,0,0,1,1,0,2,1,1,0,5,2,26
청도초등학교,1,0,4,0,5,0,0,3,1,1,0,4,11,8,509
청송초등학교,1,1,0,0,2,3,0,1,5,1,2,1,10,7,222
동명초등학교,2,0,0,0,2,0,0,1,0,0,1,1,5,2,48
학림초등학교,0,0,0,1,2,1,1,0,2,0,0,0,5,2,55
송라초등학교,2,0,0,0,1,2,1,0,0,0,2,1,6,3,22
신광초등학교,3,0,1,0,1,1,0,0,0,0,1,2,6,3,65
용흥초등학교,0,0,1,0,2,1,2,0,0,0,1,2,6,3,79
장성초등학교,1,6,12,3,5,8,6,3,6,4,0,3,30,27,534
포항항도초등학교,0,2,2,1,1,0,1,1,2,2,4,1,10,7,185
거창초등학교,2,1,2,2,0,0,3,0,1,1,0,1,8,5,280
마리초등학교,1,0,1,0,2,0,0,2,1,0,0,0,5,2,31
신원초등학교,1,3,5,3,0,0,2,0,1,0,0,0,9,6,26
경운초등학교,5,4,9,8,4,6,5,3,3,3,2,1,28,25,564
남명초등학교,0,0,1,0,1,1,0,0,1,0,1,0,4,1,46
해양초등학교,2,3,2,1,0,2,4,3,2,0,2,0,12,9,192
부북초등학교,3,4,5,1,1,0,0,1,0,0,0,0,9,6,107
산동초등학교,2,0,0,0,0,0,2,0,0,1,0,0,4,1,11
초동초등학교,1,0,0,0,0,0,0,0,0,0,3,1,4,1,43
문선초등학교,2,0,6,5,4,0,1,2,1,5,1,0,15,12,738
지정초등학교,0,0,0,0,1,0,1,0,1,0,0,0,3,0,18
남강초등학교,3,2,3,3,4,2,6,6,10,5,2,7,28,25,412
수곡초등학교,2,1,2,0,0,1,0,0,2,2,1,0,7,4,62
우암초등학교,3,0,1,2,2,0,0,1,1,1,0,0,7,4,74
위성초등학교,2,2,4,1,2,1,0,0,2,3,3,3,13,10,414
남정초등학교,1,2,0,1,0,1,2,1,3,0,2,0,8,5,69
적중초등학교,1,0,2,0,0,0,0,0,0,0,0,0,3,0,15
명도초등학교,0,4,0,0,7,2,0,1,4,0,0,1,11,8,490
삽량초등학교,16,6,3,4,7,8,1,5,4,5,2,2,33,30,787
가촌초등학교,0,12,0,2,4,1,5,3,6,0,6,0,21,18,1083
귀덕초등학교,1,0,0,0,1,1,2,0,0,0,0,0,4,1,84
금악초등학교,1,0,0,0,2,1,0,0,1,1,1,0,5,2,90
세화초등학교,2,2,1,0,4,3,2,1,2,2,0,0,11,8,125
수원초등학교,3,2,1,0,3,2,2,1,2,2,0,1,11,8,171
하귀초등학교,4,3,7,5,6,2,1,3,5,4,0,3,23,20,276
대정초등학교,2,0,3,3,5,4,9,6,1,2,3,5,23,20,452
사계초등학교,3,3,4,3,5,0,3,4,0,1,1,2,16,13,111
토평초등학교,1,1,3,2,2,1,3,2,0,0,2,2,11,8,230
풍천초등학교,2,3,7,4,5,2,4,5,1,3,2,1,21,18,113
흥산초등학교,1,0,1,0,1,0,1,0,0,1,0,0,4,1,45
하귀일초등학교,13,4,17,16,22,15,10,11,9,13,8,17,79,76,624
서울삼릉초등학교,5,7,6,7,8,9,7,3,3,4,7,4,36,34,574
서울배봉초등학교,1,5,3,3,3,0,5,1,3,5,2,1,17,15,449
중앙대학교사범대학부속초등학교,3,1,7,3,7,6,11,8,8,10,1,7,37,35,723
서울용동초등학교,2,5,3,5,5,4,4,2,8,10,10,4,32,30,319
서울중평초등학교,12,6,10,13,8,16,16,11,12,11,12,11,70,68,1532
명지초등학교,2,2,13,7,9,6,6,6,2,4,1,6,33,31,657
서울연가초등학교,2,7,11,10,13,19,14,7,12,8,7,6,59,57,1467
부산교육대학교부설초등학교,0,0,1,1,0,0,1,0,1,0,0,0,3,1,624
가남초등학교,0,0,0,0,0,0,2,0,0,1,1,0,3,1,75
가산초등학교,0,0,0,0,1,0,0,0,1,0,0,0,2,0,42
덕양초등학교,4,1,4,6,5,6,4,2,1,2,4,3,22,20,397
만덕초등학교,3,6,5,2,4,4,2,2,4,7,8,3,26,24,411
명덕초등학교,0,5,1,0,2,1,0,2,4,0,3,0,10,8,746
천가초등학교,2,1,1,3,1,1,3,2,1,1,3,1,11,9,65
봉학초등학교,3,0,1,4,6,3,1,2,1,2,2,1,14,12,206
동백초등학교,7,6,12,7,9,16,13,6,7,10,5,6,53,51,693
장산초등학교,4,1,9,10,3,0,11,4,7,7,2,12,36,34,859
좌천초등학교,0,1,1,0,1,0,0,0,1,0,0,0,3,1,52
부산알로이시오초등학교,0,0,1,0,0,0,1,0,0,0,0,0,2,0,72
대구공산초등학교,0,2,3,1,0,0,2,1,0,1,2,0,7,5,101
대구구암초등학교,2,2,3,7,4,1,3,4,3,0,3,2,18,16,382
대구북비산초등학교,2,2,3,0,0,0,3,2,1,3,0,0,9,7,179
대구칠곡초등학교,4,2,8,12,11,10,11,7,4,4,4,5,42,40,545
삼산초등학교,0,0,1,0,2,0,1,1,0,1,0,0,4,2,12
삼성초등학교,1,1,1,0,1,1,1,1,0,0,1,0,5,3,40
하점초등학교,0,1,0,1,2,0,0,0,2,0,0,0,4,2,52
인천서림초등학교,16,9,9,7,13,9,9,16,9,14,7,6,63,61,629
인천논현초등학교,5,4,7,4,10,5,3,7,2,4,4,5,31,29,757
인천청량초등학교,1,3,6,9,8,8,10,5,7,1,8,12,40,38,714
인천남부초등학교이작분교장,0,0,1,0,0,0,1,0,0,0,0,0,2,0,6
인천사리울초등학교,1,7,4,5,7,7,7,7,9,5,8,3,36,34,607
인천운남초등학교,5,4,6,11,4,7,9,10,11,4,6,3,41,39,421
광주동초등학교,0,0,0,0,1,0,0,0,3,1,0,1,4,2,56
광주중앙초등학교,0,0,0,0,0,0,0,0,0,0,2,0,2,0,32
광주백운초등학교,1,3,5,1,11,6,5,4,8,5,3,12,33,31,535
동명초등학교,1,0,1,1,1,1,1,1,1,0,0,0,5,3,40
대전관저초등학교,3,4,5,6,4,6,3,2,4,4,7,2,26,24,494
대전동화초등학교,2,5,7,11,8,6,14,7,7,8,4,3,42,40,754
대전관평초등학교,2,2,5,3,5,4,5,5,2,4,4,3,23,21,477
가평마장초등학교,0,1,2,1,4,2,0,2,2,0,0,0,8,6,81
율동초등학교,3,2,4,3,6,2,6,7,4,2,2,7,25,23,310
황룡초등학교,0,2,7,2,4,3,4,4,2,4,2,2,19,17,396
온신초등학교,0,1,0,0,0,0,2,0,0,0,1,0,3,1,45
교문초등학교,3,3,5,3,6,7,3,3,4,4,4,3,25,23,467
마석초등학교,6,9,13,12,17,14,16,13,12,16,7,5,71,69,787
양주덕산초등학교,5,5,9,6,7,6,4,5,1,3,2,1,28,26,369
연곡초등학교,0,0,2,0,0,1,0,0,0,0,1,0,3,1,69
조원초등학교,5,0,2,5,5,6,9,3,3,13,18,13,42,40,407
효성초등학교,1,6,4,7,9,11,6,4,6,3,10,3,36,34,398
군자초등학교,8,7,6,1,7,10,3,7,5,6,10,6,39,37,733
대야초등학교,3,3,5,2,11,8,7,9,4,5,3,4,33,31,433
개군초등학교,0,2,3,1,3,1,2,2,0,0,0,0,8,6,127
양동초등학교고송분교장,0,0,0,0,1,0,1,0,0,0,0,0,2,0,18
양평단월초등학교,1,0,2,2,0,0,1,0,0,0,0,0,4,2,76
북내초등학교,1,3,2,1,2,2,3,2,3,1,0,0,11,9,117
상품초등학교,0,0,0,0,0,0,2,1,0,0,1,0,3,1,85
백암초등학교수정분교장,0,0,0,0,1,0,1,0,0,0,0,0,2,0,15
송양초등학교,7,3,7,10,16,15,13,14,9,10,5,3,57,55,1038
홍원초등학교,0,1,0,0,2,0,2,0,0,1,0,0,4,2,56
관인초등학교,1,0,0,0,2,0,0,1,0,1,1,0,4,2,32
팔탄초등학교대방분교장,1,1,1,0,0,0,4,2,0,1,0,0,6,4,44
화성초등학교,0,4,5,2,2,5,8,6,6,3,1,0,22,20,416
안산진흥초등학교,3,0,6,4,2,3,4,4,4,4,2,4,21,19,340
걸포초등학교,2,0,7,6,7,11,10,7,3,4,6,5,35,33,529
옥정초등학교,9,8,23,24,29,35,27,22,22,22,17,14,127,125,1218
한아람초등학교,8,15,13,11,10,14,14,9,12,8,6,4,63,61,1100
광교호수초등학교,5,18,13,14,14,14,27,13,14,14,15,13,88,86,1103
구정초등학교,3,0,3,1,1,0,1,2,1,0,0,4,9,7,100
금광초등학교,1,1,1,0,0,2,2,1,0,1,3,0,7,5,85
송양초등학교,3,0,2,2,5,4,0,1,0,0,1,2,11,9,107
광산초등학교,1,0,1,0,2,2,1,1,0,0,0,0,5,3,49
임원초등학교,1,0,1,0,0,0,0,0,0,0,0,0,2,0,23
광정초등학교,1,0,0,1,1,2,3,0,0,0,0,0,5,3,28
손양초등학교,0,0,2,0,0,0,0,0,0,0,0,0,2,0,36
상평초등학교오색분교장,1,0,1,0,0,0,0,0,0,0,0,0,2,0,3
온정초등학교,3,1,2,2,2,2,1,1,2,1,0,1,10,8,68
고산초등학교,1,0,1,0,0,0,0,1,0,0,1,0,3,1,55
북원초등학교,1,6,0,0,2,0,3,1,0,1,4,0,10,8,196
장양초등학교,1,0,0,1,0,0,2,1,1,0,0,0,4,2,97
백전초등학교,0,0,1,0,3,0,0,1,0,1,0,0,4,2,21
내대초등학교,1,0,0,0,1,0,0,0,0,0,0,0,2,0,40
동점초등학교,0,1,1,0,1,0,0,0,0,0,1,0,3,1,18
두촌초등학교,0,0,0,0,1,0,1,0,1,0,0,1,3,1,41
서석초등학교,1,0,1,0,1,0,0,0,0,0,0,1,3,1,46
석화초등학교,0,0,3,2,5,5,7,4,1,4,3,2,19,17,297
화계초등학교,1,0,1,1,2,0,0,1,1,0,0,1,5,3,85
유촌초등학교,0,0,1,0,1,0,0,0,0,0,0,0,2,0,29
강림초등학교,1,1,2,1,0,0,1,0,1,0,0,1,5,3,25
우천초등학교,1,0,0,0,0,0,0,0,1,0,0,0,2,0,61
청주교육대학교부설초등학교,0,0,0,2,2,2,2,0,3,1,0,0,7,5,430
내북초등학교,1,0,1,0,1,1,0,0,0,1,1,0,4,2,23
동광초등학교,0,2,4,0,0,1,2,1,4,5,1,0,11,9,404
세중초등학교,0,0,0,0,0,0,1,0,0,0,1,0,2,0,25
회인초등학교,0,0,0,0,1,0,0,0,1,0,0,0,2,0,53
상촌초등학교,0,0,0,0,2,0,1,0,0,1,0,0,3,1,38
양강초등학교,1,0,0,1,1,0,0,0,0,0,1,0,3,1,35
안남초등학교,0,0,0,0,0,0,1,0,0,0,1,0,2,0,25
만승초등학교,3,4,7,8,5,7,7,6,5,2,4,2,31,29,631
덕성초등학교,4,2,6,5,6,7,4,5,10,10,3,2,33,31,415
원평초등학교,1,0,0,0,6,2,4,4,1,2,4,6,16,14,520
동량초등학교,0,0,0,1,2,1,1,1,3,1,0,0,6,4,44
세성초등학교,2,0,1,0,0,0,0,1,0,0,0,0,3,1,46
수회초등학교,1,0,0,1,1,1,0,0,2,0,0,0,4,2,36
충주대림초등학교,5,2,5,5,4,5,3,3,3,3,1,1,21,19,239
학봉초등학교,0,1,3,0,0,0,0,0,1,1,0,0,4,2,50
상곡초등학교,0,1,2,2,1,0,3,0,0,1,0,0,6,4,37
진산초등학교,0,0,0,2,1,0,1,0,1,0,1,0,4,2,64
광석초등학교,0,0,0,2,1,1,2,0,2,0,0,0,5,3,46
논산반월초등학교,2,1,2,3,1,1,2,1,1,0,0,0,8,6,135
성덕초등학교,0,3,1,0,0,0,2,0,1,0,1,0,5,3,87
왕전초등학교,0,0,4,0,1,1,0,0,0,1,0,1,5,3,44
원봉초등학교,0,2,1,0,2,2,1,0,1,0,1,0,6,4,52
이화초등학교,0,0,0,0,1,0,0,0,1,0,0,0,2,0,28
양화초등학교,1,0,1,0,0,0,0,0,0,0,0,0,2,0,16
합송초등학교,2,1,0,0,0,0,0,0,1,0,0,0,3,1,50
음봉초등학교,0,0,0,0,1,1,2,0,0,1,2,1,5,3,87
덕산초등학교,2,3,2,1,0,1,3,0,1,1,0,0,8,6,150
삽교초등학교,0,2,3,0,1,2,3,2,0,1,2,0,9,7,120
신암초등학교,0,0,1,0,0,1,2,0,0,1,1,0,4,2,49
용동초등학교,1,0,0,0,1,0,0,0,0,0,0,0,2,0,42
병천초등학교,2,2,2,1,4,6,3,4,3,0,3,2,17,15,182
천안신부초등학교,7,6,6,5,6,12,3,4,13,6,2,2,37,35,689
천안용암초등학교,4,2,5,11,7,5,5,3,2,1,6,5,29,27,720
천안중앙초등학교,1,0,1,4,2,0,3,1,3,3,0,0,10,8,51
남양초등학교,0,0,0,0,2,1,1,0,0,0,0,0,3,1,48
송악초등학교,2,1,1,1,3,1,0,0,3,1,0,3,9,7,244
정미초등학교,0,0,1,0,0,0,0,0,0,0,1,0,2,0,23
송석초등학교,1,0,0,0,1,0,0,0,1,1,0,0,3,1,33
시초초등학교,0,1,0,0,0,0,3,0,0,0,0,0,3,1,81
원북초등학교,0,0,0,0,0,1,2,1,2,0,1,1,5,3,67
이원초등학교,0,0,1,0,0,1,1,0,1,0,0,0,3,1,26
논산내동초등학교,5,4,6,8,9,4,9,5,6,6,1,7,36,34,1122
상하초등학교,0,0,1,0,1,0,0,0,0,0,0,0,2,0,45
신림초등학교,0,0,1,0,1,0,0,0,0,0,0,0,2,0,40
당북초등학교,1,0,2,1,2,1,1,1,0,2,1,0,7,5,356
미룡초등학교,0,0,0,0,0,0,1,0,1,0,0,0,2,0,116
성덕초등학교,0,0,0,0,1,1,0,0,1,0,1,0,3,1,24
대강초등학교,1,0,0,1,1,0,1,0,1,0,0,1,4,2,25
덕과초등학교,0,0,1,0,1,1,0,0,3,2,1,1,6,4,18
괴목초등학교,1,0,0,0,1,0,0,0,0,0,0,0,2,0,28
줄포초등학교,1,0,1,1,0,1,3,0,0,1,0,0,5,3,57
유등초등학교,1,0,1,0,0,0,0,0,1,1,0,0,3,1,23
삼례동초등학교,0,0,0,0,1,0,0,0,1,0,0,0,2,0,52
소양서초등학교,0,1,0,0,2,1,0,0,1,0,1,0,4,2,66
이리계문초등학교,0,1,0,1,1,0,1,1,2,0,1,0,5,3,82
이리신동초등학교,0,0,4,1,2,2,0,2,2,1,0,0,8,6,142
신평초등학교,0,0,0,0,2,0,0,0,0,0,0,0,2,0,15
운암초등학교,0,0,1,0,0,0,0,0,0,0,1,0,2,0,8
번암초등학교동화분교장,2,0,0,1,0,0,1,1,1,0,0,0,4,2,11
장계초등학교,1,3,2,2,4,1,2,2,2,0,0,1,11,9,207
전주금암초등학교,2,3,2,2,3,0,2,3,2,2,1,0,12,10,260
전주만성초등학교,10,2,12,17,11,9,12,9,5,6,6,11,56,54,1334
전주아중초등학교,1,3,3,5,3,0,7,4,1,0,0,1,15,13,238
전주용덕초등학교,0,0,1,0,1,0,0,1,0,0,1,0,3,1,89
전주우전초등학교,4,7,4,6,8,10,9,5,5,8,12,4,42,40,916
전주화산초등학교,5,8,8,6,10,8,8,8,11,11,6,5,48,46,713
신태인초등학교,0,0,0,0,0,3,0,1,0,0,9,3,9,7,171
정읍서초등학교,3,4,1,4,7,3,3,2,3,2,2,2,19,17,390
백운초등학교,0,1,3,0,1,0,0,0,0,1,0,0,4,2,50
장승초등학교,0,0,0,0,1,0,1,0,0,0,0,0,2,0,87
진안초등학교,1,0,1,1,3,2,1,4,4,2,2,1,12,10,237
광주교육대학교목포부설초등학교,2,1,4,3,2,0,2,3,0,1,0,0,10,8,425
성전초등학교,1,1,0,0,1,0,1,0,0,0,0,0,3,1,42
삼기초등학교,0,0,0,0,2,0,1,1,0,0,1,1,4,2,36
세풍초등학교,0,0,1,1,0,0,1,0,2,1,0,0,4,2,76
태인초등학교,2,0,0,1,0,1,1,0,2,0,0,1,5,3,50
청천초등학교,0,0,0,1,0,0,2,1,3,0,0,1,5,3,66
동강초등학교,1,0,0,0,1,0,0,0,0,0,0,0,2,0,32
월산초등학교,0,0,1,0,1,0,1,0,0,1,0,0,3,1,49
몽탄초등학교,1,0,0,2,3,0,1,0,0,1,0,0,5,3,30
삼향북초등학교,1,0,0,0,2,2,0,0,1,0,0,0,4,2,40
보성초등학교,1,0,0,1,1,1,2,1,1,0,0,0,5,3,268
조성남초등학교,0,0,1,0,0,1,1,0,0,0,1,0,3,1,30
황전초등학교,1,0,0,1,0,1,1,0,0,0,2,0,4,2,44
여수미평초등학교,5,4,7,7,6,3,9,9,5,4,1,4,33,31,410
고금초등학교,1,0,1,4,1,1,0,1,3,1,3,0,9,7,145
북일초등학교,0,0,1,0,1,0,0,0,0,0,0,0,2,0,28
삼서초등학교,0,0,1,0,1,0,0,0,0,0,0,0,2,0,70
관산남초등학교,1,0,0,0,0,0,0,0,0,0,1,0,2,0,27
학다리중앙초등학교,1,0,0,0,1,0,0,0,0,0,0,0,2,0,92
우수영초등학교,0,0,0,0,1,0,1,0,0,0,0,0,2,0,116
서정초등학교,0,0,0,0,1,0,0,0,0,1,2,0,3,1,50
목포유달초등학교달리분교장,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1
목포옥암초등학교,2,3,11,9,11,9,7,10,8,8,9,7,48,46,834
대동초등학교,2,0,0,0,1,1,0,0,0,0,0,0,3,1,32
내남초등학교,0,0,1,0,0,0,1,0,0,0,0,0,2,0,71
연안초등학교,0,0,1,0,1,0,0,0,0,0,0,0,2,0,29
영지초등학교,0,0,0,0,3,3,0,0,3,1,0,0,6,4,48
현곡초등학교,4,6,4,7,5,3,5,2,3,1,3,3,24,22,466
성산초등학교,2,0,0,0,0,1,0,0,1,1,1,0,4,2,31
우곡초등학교,1,1,2,0,0,0,0,0,1,0,0,1,4,2,25
도량초등학교,2,0,4,1,2,3,2,3,0,0,0,1,10,8,337
무을초등학교,1,0,0,0,1,0,0,0,0,0,0,0,2,0,26
산동초등학교,1,0,3,0,2,2,1,2,2,3,0,0,9,7,103
부계초등학교,2,0,0,0,0,0,1,0,1,2,1,1,5,3,47
김천서부초등학교,0,1,0,2,1,0,2,0,3,2,2,1,8,6,87
대룡초등학교,0,0,0,0,1,0,0,0,0,0,1,0,2,0,25
아포초등학교,6,4,3,2,3,4,4,5,3,3,1,0,20,18,223
봉계초등학교태화분교장,0,0,0,0,1,0,0,0,0,0,1,0,2,0,10
당포초등학교,0,0,2,1,0,0,2,1,0,0,0,0,4,2,22
동성초등학교,1,1,1,0,1,0,0,0,0,0,0,0,3,1,41
상운초등학교,0,0,0,0,1,1,1,0,1,1,1,0,4,2,16
공검초등학교,1,0,0,0,1,0,0,0,0,0,0,0,2,0,22
낙동초등학교,0,0,2,0,0,0,1,2,0,0,1,0,4,2,51
상주중앙초등학교,0,0,5,2,2,0,0,3,2,1,1,2,10,8,435
함창중앙초등학교,0,0,0,0,2,0,2,0,2,4,0,0,6,4,44
선남초등학교,1,0,0,0,2,1,0,0,1,0,0,1,4,2,41
북후초등학교,0,2,3,0,1,1,1,0,0,0,0,0,5,3,47
안동용상초등학교,3,5,2,1,2,2,4,1,5,3,0,2,16,14,450
일직초등학교,1,0,1,0,0,0,0,1,0,0,2,1,4,2,38
남산초등학교,2,1,3,2,2,5,0,1,2,0,2,0,11,9,364
영주동부초등학교,2,1,0,2,6,3,1,4,2,1,3,1,14,12,609
장수초등학교,0,1,1,0,1,1,1,0,1,1,1,0,5,3,49
고경초등학교,0,0,1,0,0,0,0,0,1,0,0,0,2,0,32
저동초등학교,0,0,3,1,4,1,1,1,0,1,0,2,8,6,92
천부초등학교,0,1,0,1,2,0,2,0,2,1,1,2,7,5,16
후포초등학교,3,1,3,4,3,2,2,1,3,5,2,1,16,14,242
도평초등학교,0,0,0,0,2,0,0,0,0,0,0,0,2,0,45
신동초등학교,2,1,0,0,0,0,0,0,0,0,1,0,3,1,46
남성초등학교,0,0,0,0,1,1,1,0,1,0,0,0,3,1,46
죽천초등학교,1,1,1,0,3,1,1,3,2,1,0,0,8,6,70
계룡초등학교,5,5,8,1,5,7,6,7,7,12,6,3,37,35,524
동부초등학교,0,0,0,0,0,0,1,0,2,1,0,0,3,1,59
장목초등학교,1,0,2,0,0,1,2,1,0,1,1,1,6,4,44
주상초등학교,1,0,0,0,0,1,1,0,1,1,1,0,4,2,32
삼산초등학교,1,1,0,0,0,0,2,1,1,0,0,0,4,2,33
김해가야초등학교,2,7,6,9,5,4,9,4,6,5,4,1,32,30,567
대중초등학교,1,0,1,1,1,0,1,0,0,0,0,1,4,2,31
삼랑진초등학교,0,0,0,0,1,0,2,0,0,1,0,0,3,1,69
서포초등학교,0,0,0,0,1,0,1,0,0,0,0,0,2,0,46
단성초등학교,4,2,2,1,0,2,1,0,0,0,0,0,7,5,78
차황초등학교,2,0,0,0,0,1,0,0,0,0,1,0,3,1,17
남산초등학교,0,1,1,2,2,0,0,0,1,0,1,0,5,3,116
부림초등학교,1,0,0,0,2,0,0,2,1,0,1,1,5,3,70
명석초등학교,1,0,2,0,0,0,2,2,0,2,1,0,6,4,91
진해남산초등학교,2,0,1,1,0,1,1,1,1,0,1,1,6,4,246
창녕성산초등학교,0,1,1,3,5,0,1,0,1,2,0,0,8,6,27
장마초등학교,0,0,1,0,0,0,1,0,0,0,0,0,2,0,19
반송초등학교,0,4,7,8,5,7,14,10,4,3,9,5,39,37,1172
온천초등학교,1,2,1,1,3,2,2,0,0,1,1,0,8,6,150
하천초등학교,1,0,0,0,1,0,0,0,0,0,0,0,2,0,49
원평초등학교,0,0,0,1,1,2,2,2,3,0,2,1,8,6,239
악양초등학교,1,0,0,1,2,0,0,0,0,1,1,0,4,2,70
적량초등학교,0,0,0,0,1,0,1,1,1,0,0,0,3,1,30
횡천초등학교,0,0,0,0,1,0,0,0,0,0,1,0,2,0,30
서상초등학교,0,0,0,0,1,0,0,0,1,0,0,0,2,0,31
위림초등학교,2,2,2,1,2,1,0,1,2,0,0,1,8,6,53
삼가초등학교,0,0,1,0,1,0,1,1,0,0,0,0,3,1,50
영전초등학교,2,0,0,0,0,0,0,0,0,0,0,0,2,0,18
구산초등학교구서분교장,0,0,2,0,0,0,1,0,0,1,0,0,3,1,17
아림초등학교,4,3,4,4,3,4,5,3,5,5,3,3,24,22,854
대청초등학교,5,5,9,11,9,6,8,11,3,5,9,3,43,41,1140
미리벌초등학교,3,5,4,4,5,4,2,5,5,2,3,0,22,20,1110
거제고현초등학교,0,3,6,5,12,9,5,5,7,5,1,2,31,29,761
덕정초등학교,0,2,9,0,1,2,0,5,5,4,2,2,17,15,634
의창초등학교,10,10,7,10,8,4,9,8,9,8,5,6,48,46,1514
김녕초등학교동복분교장,2,0,2,0,3,2,0,0,0,2,0,1,7,5,53
보성초등학교,7,18,8,8,24,19,13,11,16,7,5,8,73,71,252
